asset,date,arrival_us,fraction,arm,depletion,arrival_notional,quantity,filled,unfilled,max_backlog,proceeds,fee_dollars,timing_dollars,timing_shortfall_dollars,spread_dollars,depth_dollars,book_cost_dollars,filled_quantity_shortfall_dollars,shortfall_dollars,shortfall_bps
BTC,2021-04-14,1618365900000000,0.01,oracle_liquidity,1,890.1564312992542,0.014053186245473349,0.014053186245473349,0.0,0.0,889.4683638787008,0.0,-0.6879971546241336,0.6879971546241336,7.02659293841331e-05,0.0,7.02659293841331e-05,0.688067420553466,0.688067420553466,7.7297359920118405
BTC,2021-04-14,1618365900000000,0.01,oracle_liquidity,0,890.1564312992542,0.014053186245473349,0.014053186245473349,0.0,0.0,889.4683638787008,0.0,-0.6879971546241336,0.6879971546241336,7.02659293841331e-05,0.0,7.02659293841331e-05,0.688067420553466,0.688067420553466,7.7297359920118405
BTC,2021-04-14,1618365900000000,0.01,full_oracle,1,890.1564312992542,0.014053186245473349,0.014053186245473349,0.0,0.0,890.91813741556,0.0,0.7884540143023613,-0.7884540143023613,0.026747897996553853,0.0,0.026747897996553853,-0.7617061163057315,-0.7617061163057315,-8.55699166486907
BTC,2021-04-14,1618365900000000,0.01,full_oracle,0,890.1564312992542,0.014053186245473349,0.014053186245473349,0.0,0.0,890.91813741556,0.0,0.7884540143023613,-0.7884540143023613,0.026747897996553853,0.0,0.026747897996553853,-0.7617061163057315,-0.7617061163057315,-8.55699166486907
BTC,2021-04-14,1618365900000000,0.05,reference,1,4450.7821564962705,0.07026593122736674,0.07026593122736674,0.0,0.0,4453.727243224236,0.0,3.181778699021914,-3.181778699021914,0.0921753913071208,0.14451657974996124,0.23669197105708203,-2.945086727965645,-2.945086727965645,-6.6170093804008285
BTC,2021-04-14,1618365900000000,0.05,reference,0,4450.7821564962705,0.07026593122736674,0.07026593122736674,0.0,0.0,4453.727243224236,0.0,3.181778699021914,-3.181778699021914,0.0921753913071208,0.14451657974996124,0.23669197105708203,-2.945086727965645,-2.945086727965645,-6.6170093804008285
BTC,2021-04-14,1618365900000000,0.05,oracle_price,1,4450.7821564962705,0.07026593122736674,0.07026593122736674,0.0,0.0,4454.5906870778,0.0,3.942270071511806,-3.942270071511806,0.13373948998276924,0.0,0.13373948998276924,-3.8085305815293395,-3.8085305815293395,-8.556991664870603
BTC,2021-04-14,1618365900000000,0.05,oracle_price,0,4450.7821564962705,0.07026593122736674,0.07026593122736674,0.0,0.0,4454.5906870778,0.0,3.942270071511806,-3.942270071511806,0.13373948998276924,0.0,0.13373948998276924,-3.8085305815293395,-3.8085305815293395,-8.556991664870603
BTC,2021-04-14,1618365900000000,0.05,oracle_liquidity,1,4450.7821564962705,0.07026593122736674,0.07026593122736674,0.0,0.0,4447.7958581787625,0.0,-2.985946987858209,2.985946987858209,0.0003513296503875645,0.0,0.0003513296503875645,2.9862983175080444,2.9862983175080444,6.709603419141295
BTC,2021-04-14,1618365900000000,0.05,oracle_liquidity,0,4450.7821564962705,0.07026593122736674,0.07026593122736674,0.0,0.0,4447.7958581787625,0.0,-2.985946987858209,2.985946987858209,0.0003513296503875645,0.0,0.0003513296503875645,2.9862983175080444,2.9862983175080444,6.709603419141295
BTC,2021-04-14,1618365900000000,0.05,full_oracle,1,4450.7821564962705,0.07026593122736674,0.07026593122736674,0.0,0.0,4454.5906870778,0.0,3.942270071511806,-3.942270071511806,0.13373948998276924,0.0,0.13373948998276924,-3.8085305815293395,-3.8085305815293395,-8.556991664870603
BTC,2021-04-14,1618365900000000,0.05,full_oracle,0,4450.7821564962705,0.07026593122736674,0.07026593122736674,0.0,0.0,4454.5906870778,0.0,3.942270071511806,-3.942270071511806,0.13373948998276924,0.0,0.13373948998276924,-3.8085305815293395,-3.8085305815293395,-8.556991664870603
BTC,2021-04-14,1618365900000000,0.2,reference,1,17803.128625985082,0.28106372490946696,0.28106372490946696,0.0,0.0,17795.921331438996,0.0,-6.667551181479036,6.667551181479036,0.3654470574341208,0.17429630717174405,0.5397433646058649,7.207294546085905,7.207294546085905,4.048330323000804
BTC,2021-04-14,1618365900000000,0.2,reference,0,17803.128625985082,0.28106372490946696,0.28106372490946696,0.0,0.0,17795.921331438996,0.0,-6.667551181479036,6.667551181479036,0.3654470574341208,0.17429630717174405,0.5397433646058649,7.207294546085905,7.207294546085905,4.048330323000804
BTC,2021-04-14,1618365900000000,0.2,oracle_price,1,17803.128625985082,0.28106372490946696,0.28106372490946696,0.0,0.0,17818.3627483112,0.0,15.769080286047224,-15.769080286047224,0.534957959931077,0.0,0.534957959931077,-15.234122326117358,-15.234122326117358,-8.556991664870603
