asset,date,arrival_us,fraction,arm,depletion,fallback,arrival_notional,quantity,filled,unfilled,max_backlog,proceeds,fee_dollars,timing_dollars,timing_shortfall_dollars,spread_dollars,depth_dollars,book_cost_dollars,filled_quantity_shortfall_dollars,shortfall_dollars,shortfall_bps,shortfall_bps_fee10
BTC,2021-04-14,1618360500000000,0.05,price,1,0,5879.009120351074,0.09288813018018316,0.09288813018018316,0.0,0.0,5890.103449401502,0.0,11.27801232582657,-11.27801232582657,0.07864528215492411,0.10503799324351348,0.1836832753984376,-11.094329050428314,-11.094329050428314,-18.87108664625749,-8.85221555961123
BTC,2021-04-14,1618360500000000,0.05,price,0,0,5879.009120351074,0.09288813018018316,0.09288813018018316,0.0,0.0,5890.103449401502,0.0,11.27801232582657,-11.27801232582657,0.07864528215492411,0.10503799324351348,0.1836832753984376,-11.094329050428314,-11.094329050428314,-18.87108664625749,-8.85221555961123
BTC,2021-04-14,1618360500000000,0.05,liquidity,1,0,5879.009120351074,0.09288813018018316,0.09288813018018316,0.0,0.0,5890.276221322232,0.0,11.372603405060065,-11.372603405060065,0.0004644406580919608,0.10503799324351348,0.10550243390160545,-11.26710097115847,-11.26710097115847,-19.164965967063576,-9.145801001096514
BTC,2021-04-14,1618360500000000,0.05,liquidity,0,0,5879.009120351074,0.09288813018018316,0.09288813018018316,0.0,0.0,5890.276221322232,0.0,11.372603405060065,-11.372603405060065,0.0004644406580919608,0.10503799324351348,0.10550243390160545,-11.26710097115847,-11.26710097115847,-19.164965967063576,-9.145801001096514
BTC,2021-04-14,1618360500000000,0.05,both,1,0,5879.009120351074,0.09288813018018316,0.09288813018018316,0.0,0.0,5890.103449401502,0.0,11.27801232582657,-11.27801232582657,0.07864528215492411,0.10503799324351348,0.1836832753984376,-11.094329050428314,-11.094329050428314,-18.87108664625749,-8.85221555961123
BTC,2021-04-14,1618360500000000,0.05,both,0,0,5879.009120351074,0.09288813018018316,0.09288813018018316,0.0,0.0,5890.103449401502,0.0,11.27801232582657,-11.27801232582657,0.07864528215492411,0.10503799324351348,0.1836832753984376,-11.094329050428314,-11.094329050428314,-18.87108664625749,-8.85221555961123
BTC,2021-04-14,1618360500000000,0.05,twap,1,0,5879.009120351074,0.09288813018018315,0.09288813018018315,0.0,0.0,5888.674966289772,0.0,9.681946547650732,-9.681946547650732,0.016100608953042838,0.0,0.016100608953042838,-9.665845938699022,-9.665845938699022,-16.44128413619779,-6.4248428520615946
BTC,2021-04-14,1618360500000000,0.05,twap,0,0,5879.009120351074,0.09288813018018315,0.09288813018018315,0.0,0.0,5888.674966289772,0.0,9.681946547650732,-9.681946547650732,0.016100608953042838,0.0,0.016100608953042838,-9.665845938699022,-9.665845938699022,-16.44128413619779,-6.4248428520615946
BTC,2021-04-14,1618360500000000,0.2,reference,1,0,23516.036481404295,0.3715525207207326,0.3715525207207325,0.0,0.0,23547.378000492005,0.0,31.383211366658596,-31.383211366658596,0.0018577626139341065,0.03983451633303048,0.04169227894696458,-31.341519087716733,-31.341519087716733,-13.327721749581642,-3.314394027832064
BTC,2021-04-14,1618360500000000,0.2,reference,0,0,23516.036481404295,0.3715525207207326,0.3715525207207325,0.0,0.0,23547.378000492005,0.0,31.383211366658596,-31.383211366658596,0.0018577626139341065,0.03983451633303048,0.04169227894696458,-31.341519087716733,-31.341519087716733,-13.327721749581642,-3.314394027832064
BTC,2021-04-14,1618360500000000,0.2,price,1,0,23516.036481404295,0.37155252072073264,0.37155252072073264,1.3877787807814457e-17,1.3877787807814457e-17,23560.16234939301,0.0,45.11204930330628,-45.11204930330628,0.31458112861969645,0.6716001859758762,0.9861813145955727,-44.12586798871416,-44.12586798871416,-18.764160373542303,-8.74539621316876
BTC,2021-04-14,1618360500000000,0.2,price,0,0,23516.036481404295,0.37155252072073264,0.37155252072073264,1.3877787807814457e-17,1.3877787807814457e-17,23560.16234939301,0.0,45.11204930330628,-45.11204930330628,0.31458112861969645,0.6716001859758762,0.9861813145955727,-44.12586798871416,-44.12586798871416,-18.764160373542303,-8.74539621316876
BTC,2021-04-14,1618360500000000,0.2,liquidity,1,0,23516.036481404295,0.37155252072073264,0.37155252072073264,0.0,0.0,23563.055551641748,0.0,47.535657067070176,-47.535657067070176,0.0018577626327586094,0.514729066986547,0.5165868296193056,-47.01907023745298,-47.01907023745298,-19.994470698595023,-9.974476227896428
BTC,2021-04-14,1618360500000000,0.2,liquidity,0,0,23516.036481404295,0.37155252072073264,0.37155252072073264,0.0,0.0,23563.055551641748,0.0,47.535657067070176,-47.535657067070176,0.0018577626327586094,0.514729066986547,0.5165868296193056,-47.01907023745298,-47.01907023745298,-19.994470698595023,-9.974476227896428
BTC,2021-04-14,1618360500000000,0.2,both,1,0,23516.036481404295,0.37155252072073264,0.37155252072073264,0.0,0.0,23560.162349393002,0.0,45.11204930330628,-45.11204930330628,0.31458112861969645,0.6716001859767857,0.9861813145964822,-44.12586798870689,-44.12586798870689,-18.76416037353921,-8.74539621316567
BTC,2021-04-14,1618360500000000,0.2,both,0,0,23516.036481404295,0.37155252072073264,0.37155252072073264,0.0,0.0,23560.162349393002,0.0,45.11204930330628,-45.11204930330628,0.31458112861969645,0.6716001859767857,0.9861813145964822,-44.12586798870689,-44.12586798870689,-18.76416037353921,-8.74539621316567
